obra,titulo,autor,bloque_id,entidad,tipo,score,entidad_norm,entidad_canonica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999213218688965,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Zavalita,PER,0.9998735189437866,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Convéncete,PER,0.6862678527832031,convéncete,Convéncete
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Carlitos,PER,0.9999494552612305,carlitos,Carlitos
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.9998656511306763,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9998295307159424,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.9998828172683716,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999170303344727,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.9998607635498047,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Chorrillos,LOC,0.990011990070343,chorrillos,Chorrillos
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Carlitos,PER,0.9998881816864014,carlitos,Carlitos
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Perú,LOC,0.9998132586479187,perú,Perú
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999219179153442,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Zavalita,PER,0.9998897314071655,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999401569366455,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.9998169541358948,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Última Hora,MISC,0.7579493522644043,última hora,Última Hora
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Zavalita,PER,0.9996984004974365,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Zavalita,PER,0.9998477697372437,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.9996053576469421,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Derecho,MISC,0.999925971031189,derecho,Derecho
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999129772186279,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Zavalita,PER,0.9998513460159302,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Santiago,PER,0.999664306640625,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Norwin,PER,0.9999229907989502,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Bar Zela,LOC,0.9998947381973267,bar zela,Bar Zela
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,1,Carlitos,PER,0.9998987913131714,carlitos,Carlitos
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,La Crónica,ORG,0.9998442530632019,la crónica,La Crónica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Norwin,PER,0.9998464584350586,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Santiago,PER,0.9997314810752869,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Cuba,LOC,0.999850869178772,cuba,Cuba
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Vietnam,LOC,0.9997205138206482,vietnam,Vietnam
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Norwin,PER,0.9999256134033203,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Zavalita,PER,0.9999246597290039,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,"""Rinconcito Cajamarquino""",MISC,0.9997199773788452,rinconcito cajamarquino,"""Rinconcito Cajamarquino"""
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Bajo el Puente,LOC,0.9998582800229391,bajo el puente,Bajo el Puente
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Rimac,MISC,0.5862843990325928,rimac,Rimac
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Haití,LOC,0.9999735355377197,haití,Haití
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Milton,PER,0.9996763467788696,milton,Milton
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Norwin,PER,0.9997925162315369,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Becerrita,PER,0.9998966455459595,becerrita,Becerrita
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Ana,PER,0.9996310472488403,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Santiago,PER,0.9998031258583069,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Norwin,PER,0.9999173879623413,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Zavalita,PER,0.9999186992645264,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Norwin,PER,0.9999202489852905,norwin,Norwin
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Santiago,PER,0.9996860027313232,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Chevrolet,MISC,0.90920490026474,chevrolet,Chevrolet
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Inca Cola,MISC,0.9418552219867706,inca cola,Inca Cola
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Jesús Vásquez,PER,0.9999107718467712,jesús vásquez,Jesús Vásquez
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,2,Perú,LOC,0.9996263980865479,perú,Perú
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,República,LOC,0.9940724968910217,república,República
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Arequipa,LOC,0.9999622106552124,arequipa,Arequipa
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Zavalita,PER,0.9999635219573975,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Teté,PER,0.9949080348014832,teté,Teté Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Popeye,PER,0.9999376535415649,popeye,Popeye Arévalo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Zavalita,PER,0.9999513626098633,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Lima,LOC,0.9999493360519409,lima,Lima
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Terrazas,LOC,0.9997379183769226,terrazas,Terrazas
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Miraflores,LOC,0.9996955394744873,miraflores,Miraflores
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Quebrada,LOC,0.9984830021858215,quebrada,Quebrada
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Malecón,LOC,0.9994481205940247,malecón,Malecón
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Benavides,LOC,0.993897020816803,benavides,Benavides
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Porta,LOC,0.9993767142295837,porta,Porta
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Colina,LOC,0.9943093061447144,colina,Colina
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Montecarlo,LOC,0.9999617338180542,montecarlo,Montecarlo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Marsano,LOC,0.9997594952583313,marsano,Marsano
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Contrapunto,MISC,0.9998296499252319,contrapunto,Contrapunto
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Rififí,PER,0.9997056126594543,rififí,Rififí
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Río Grande,PER,0.9966804087162018,río grande,Río Grande
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9994699358940125,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9996384382247925,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Malecón,LOC,0.9998853206634521,malecón,Malecón
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Parque Necochea,LOC,0.9999256134033203,parque necochea,Parque Necochea
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Quinta de los duendes,LOC,0.9896585792303085,quinta de los duendes,Quinta de los duendes
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Huxley,PER,0.9993662238121033,huxley,Huxley
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Colmena,LOC,0.9871289730072021,colmena,Colmena
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Director,PER,0.9959579110145569,director,Director
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Zavalita,LOC,0.9748125672340393,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Israel,LOC,0.999708354473114,israel,Israel
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Quinta,LOC,0.9989843964576721,quinta,Quinta
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Batuque,MISC,0.9994094371795654,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9980248212814331,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Batuque,LOC,0.9991936087608337,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9963369369506836,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,La Crónica,LOC,0.9971544444561005,la crónica,La Crónica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9919205904006958,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Santiago,PER,0.9995070695877075,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Santiago,PER,0.9998316764831543,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Ana,PER,0.9998199343681335,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,3,Batuquito,PER,0.9999462366104126,batuquito,Batuquito
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Quinta,LOC,0.9863195419311523,quinta,Quinta
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Terrazas,LOC,0.9996922016143799,terrazas,Terrazas
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,San Martín,LOC,0.9996258318424225,san martín,San Martín
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Santiago,PER,0.9994718432426453,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Ana,PER,0.9989377856254578,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Ana,PER,0.9986907839775085,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Porta,LOC,0.9998773336410522,porta,Porta
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,San Martín,LOC,0.9998686015605927,san martín,San Martín
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,La Crónica,ORG,0.9999154210090637,la crónica,La Crónica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Solórzano,PER,0.9998530149459839,solórzano,Solórzano
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Zavalita,PER,0.9998581409454346,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Puente del Ejército,LOC,0.9999529918034872,puente del ejército,Puente del Ejército
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Larco,LOC,0.9998619556427002,larco,Larco
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Paseo Colón,LOC,0.9999432563781738,paseo colón,Paseo Colón
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Puente del Ejército,LOC,0.9999547004699707,puente del ejército,Puente del Ejército
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Ana,PER,0.9991031885147095,ana,Ana
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Clínica,MISC,0.581095278263092,clínica,Clínica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Batuque,PER,0.9991893172264099,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Paseo Colón,LOC,0.9999396800994873,paseo colón,Paseo Colón
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Plaza Bolognesi,LOC,0.999934196472168,plaza bolognesi,Plaza Bolognesi
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Plaza Dos de Mayo,LOC,0.999952495098114,plaza dos de mayo,Plaza Dos de Mayo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Depósito Municipal de Perros,LOC,0.9994956701993942,depósito municipal de perros,Depósito Municipal de Perros
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Lima,LOC,0.9999140501022339,lima,Lima
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Perú,LOC,0.9999585151672363,perú,Perú
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Administración,ORG,0.716452419757843,administración,Administración
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,4,Santiago,PER,0.9970147609710693,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9990701079368591,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Municipalidad,ORG,0.9997047781944275,municipalidad,Municipalidad
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9993243217468262,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Batuquito,PER,0.999962568283081,batuquito,Batuquito
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Pancras,PER,0.9999544620513916,pancras,Pancras
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Batuque,PER,0.9999496936798096,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9999167919158936,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9998685121536255,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Batuque,PER,0.9999496936798096,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9998865127563477,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Municipalidad,ORG,0.999409556388855,municipalidad,Municipalidad
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Pancras,PER,0.9999500513076782,pancras,Pancras
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Batuque,PER,0.9999125003814697,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9996993541717529,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Perú,LOC,0.9999709129333496,perú,Perú
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Dios,MISC,0.945744514465332,dios,Dios
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Pancras,PER,0.9999159574508667,pancras,Pancras
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Pancras,PER,0.9999349117279053,pancras,Pancras
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Santiago,PER,0.9997650980949402,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,5,Batuque,PER,0.9997265934944153,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Pancras,PER,0.9999464750289917,pancras,Pancras
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Batuque,MISC,0.9960067868232727,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,PER,0.9995611310005188,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Zavalita,PER,0.999904990196228,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,La Crónica,ORG,0.999889075756073,la crónica,La Crónica
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,LOC,0.9987035989761353,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Puente del Ejército,LOC,0.9998348951339722,puente del ejército,Puente del Ejército
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Fray Martín de Porres,LOC,0.9998932480812073,fray martín de porres,Fray Martín de Porres
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Zavalita,PER,0.9999312162399292,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Céspedes,PER,0.9999165534973145,céspedes,Céspedes
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Alfonso Ugarte,LOC,0.9947746098041534,alfonso ugarte,Alfonso Ugarte
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Batuque,MISC,0.99972003698349,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Ambrosio,PER,0.9997534155845642,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Ambrosio,PER,0.9998295307159424,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,PER,0.9998693466186523,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,don,PER,0.9058681130409241,don,don
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Fermín,PER,0.6686230897903442,fermín,Fermín Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,PER,0.9997362494468689,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,don,PER,0.9121841788291931,don,don
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Fermín,PER,0.7110069394111633,fermín,Fermín Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,PER,0.9997442364692688,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Dios,MISC,0.3978993594646454,dios,Dios
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Santiago,PER,0.9998929500579834,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,señora,PER,0.5139661431312561,señora,señora
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,6,Zoila,PER,0.9106290340423584,zoila,Zoila
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Teté,PER,0.9998593330383301,teté,Teté Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Chispas,PER,0.9999440908432007,chispas,Chispas Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.9997898936271667,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.9998382329940796,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9997910857200623,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,La Catedral,LOC,0.938406229019165,la catedral,La Catedral
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.9998161196708679,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9989922642707825,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.999870777130127,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9998587369918823,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Alfonso Ugarte,LOC,0.9979698061943054,alfonso ugarte,Alfonso Ugarte
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ford,MISC,0.9921913743019104,ford,Ford
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ferrocarril Central,MISC,0.7168468832969666,ferrocarril central,Ferrocarril Central
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,La Catedral,LOC,0.9994141459465027,la catedral,La Catedral
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Saturnina,PER,0.9998589754104614,saturnina,Saturnina
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.9997074007987976,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Cristales,MISC,0.9985847473144531,cristales,Cristales
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9998205304145813,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Zavalita,PER,0.9999135732650757,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Zavalita,PER,0.9998903274536133,zavalita,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9997996687889099,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,avenida Argentina,LOC,0.9997860789299011,avenida argentina,avenida Argentina
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Santiago,PER,0.9998528957366943,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9997077584266663,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,7,Ambrosio,PER,0.9987552165985107,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,8,Ambrosio,PER,0.9998836517333984,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,8,Santiago,PER,0.9998505115509033,santiago,Santiago Zavala
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,8,Batuque,MISC,0.998454213142395,batuque,Batuque
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,8,Ambrosio,PER,0.9999198913574219,ambrosio,Ambrosio Pardo
CELC_MVLL,Conversación en La Catedral,Mario Vargas Llosa,8,Santiago,PER,0.9997175335884094,santiago,Santiago Zavala
